applicant_id,age,annual_income,loan_amount,credit_score,employment_status,loan_term_months,existing_loans,debt_to_income_ratio,home_ownership,loan_default
APP0344,26,101439.0,58978.0,312.0,Salaried,24,5,0.095,Rent,1
APP0345,41,164697.0,107831.0,415.0,Contract,60,2,0.629,Mortgage,1
APP0346,46,59466.0,27274.0,839.0,Salaried,36,1,0.498,Rent,0
APP0347,25,178605.0,39716.0,844.0,Self-employed,12,3,0.565,Rent,0
APP0348,29,169639.0,92122.0,507.0,Unemployed,36,5,0.548,Rent,1
APP0349,68,47273.0,101926.0,743.0,Self-employed,24,5,0.651,Own,0
APP0350,50,44666.0,22352.0,696.0,Salaried,36,3,0.179,Own,1
APP0351,31,104371.0,78705.0,813.0,Salaried,48,0,0.051,Rent,0
APP0352,29,25275.0,57913.0,789.0,Salaried,24,2,0.469,Own,0
APP0353,42,66405.0,77753.0,646.0,Unemployed,60,4,0.298,Rent,1
APP0354,57,88486.0,143973.0,517.0,Salaried,60,3,0.137,Rent,0
APP0355,57,175039.0,16108.0,645.0,Salaried,36,2,0.18,Rent,0
APP0356,30,178765.0,149343.0,475.0,Salaried,48,2,0.282,Own,1
APP0357,57,42549.0,70189.0,491.0,Unemployed,48,0,0.099,Mortgage,1
APP0358,65,162452.0,116955.0,635.0,Salaried,60,1,0.09,Rent,0
APP0359,32,32730.0,66548.0,614.0,Contract,36,4,0.691,Rent,1
APP0360,22,139275.0,50089.0,620.0,Self-employed,24,1,0.268,Own,0
APP0361,68,154994.0,116737.0,511.0,Contract,36,5,0.738,Rent,1
APP0362,47,162309.0,104712.0,525.0,Unemployed,36,0,0.725,Own,1
APP0363,59,54193.0,25888.0,305.0,Contract,24,3,0.15,Rent,1
APP0364,37,162739.0,107284.0,631.0,Unemployed,36,2,0.55,Rent,0
APP0365,35,36789.0,114196.0,617.0,Salaried,12,4,0.471,Mortgage,1
APP0366,32,102055.0,61237.0,815.0,Contract,60,5,0.533,Rent,0
APP0367,31,94066.0,139220.0,577.0,Self-employed,36,3,0.117,Rent,0
APP0368,44,69180.0,97929.0,557.0,Self-employed,12,3,0.182,Own,0
APP0369,26,21582.0,53376.0,337.0,Contract,24,4,0.104,Rent,0
APP0370,63,143066.0,6555.0,408.0,Unemployed,36,3,0.473,Rent,1
APP0371,46,72364.0,102869.0,486.0,Self-employed,36,1,0.741,Rent,1
APP0372,66,125189.0,35313.0,507.0,Salaried,12,2,0.52,Own,1
APP0373,46,84456.0,114697.0,499.0,Salaried,36,1,0.548,Own,1
APP0374,36,78532.0,81138.0,517.0,Salaried,24,2,0.739,Own,0
APP0375,46,161580.0,72675.0,723.0,Salaried,36,3,0.525,Mortgage,0
APP0376,28,33303.0,28744.0,372.0,Salaried,36,1,0.078,Rent,1
APP0377,62,137332.0,108168.0,483.0,Salaried,36,1,0.657,Own,1
APP0378,57,138980.0,29056.0,389.0,Salaried,36,4,0.305,Mortgage,1
APP0379,28,79558.0,65574.0,469.0,Contract,24,2,0.053,Own,0
APP0380,50,60518.0,126264.0,677.0,Salaried,12,1,0.405,Rent,1
APP0381,47,18859.0,138453.0,325.0,Unemployed,24,4,0.706,Rent,1
APP0382,31,169764.0,148425.0,487.0,Self-employed,48,4,0.23,Mortgage,1
APP0383,27,171533.0,143912.0,313.0,Salaried,60,4,0.394,Rent,1
APP0384,59,57037.0,85616.0,826.0,Salaried,60,4,0.172,Rent,0
APP0385,34,23169.0,34069.0,700.0,Salaried,36,5,0.09,Mortgage,1
APP0386,46,37886.0,126665.0,434.0,Unemployed,36,3,0.106,Own,1
APP0387,33,28958.0,121237.0,409.0,Salaried,36,1,0.559,Mortgage,1
APP0388,53,152641.0,148597.0,354.0,Salaried,48,5,0.655,Mortgage,1
APP0389,23,162490.0,99388.0,560.0,Unemployed,48,1,0.15,Mortgage,1
APP0390,38,42832.0,25531.0,715.0,Unemployed,60,1,0.252,Own,0
APP0391,48,138972.0,77921.0,621.0,Salaried,60,4,,Own,0
APP0392,42,47041.0,69996.0,785.0,Salaried,36,5,0.069,Rent,0
APP0393,51,77488.0,127228.0,489.0,Salaried,48,2,0.437,Rent,1
APP0394,30,115100.0,61923.0,453.0,Salaried,60,4,0.54,Rent,0
APP0395,43,134628.0,52646.0,563.0,Salaried,36,5,0.504,Mortgage,1
APP0396,58,159679.0,16607.0,411.0,Self-employed,60,4,0.322,Rent,0
APP0397,37,25255.0,126142.0,837.0,Unemployed,24,0,0.439,Rent,1
APP0398,28,49822.0,114523.0,402.0,Self-employed,60,3,0.116,Rent,1
APP0399,63,63442.0,10978.0,563.0,Self-employed,48,1,0.158,Own,0
APP0400,59,68272.0,67898.0,587.0,Salaried,24,5,0.702,Own,1
APP0401,55,179681.0,74559.0,331.0,Contract,48,0,0.583,Own,1
APP0402,60,143940.0,73052.0,558.0,Self-employed,12,5,0.696,Mortgage,1
APP0403,59,69907.0,138245.0,550.0,Contract,48,1,0.692,Rent,1
APP0404,58,175436.0,26847.0,442.0,Unemployed,48,2,0.505,Rent,0
APP0405,46,98888.0,49420.0,370.0,Salaried,36,1,0.7,Rent,1
APP0406,21,99120.0,31234.0,324.0,Salaried,60,4,0.342,Rent,1
APP0407,50,88259.0,40392.0,304.0,Salaried,24,2,0.053,Mortgage,0
APP0408,34,41311.0,136530.0,565.0,Salaried,36,4,0.094,Mortgage,1
APP0409,59,169369.0,141405.0,349.0,Unemployed,36,0,0.127,Rent,1
APP0410,44,20257.0,11474.0,828.0,Salaried,12,2,0.117,Mortgage,0
APP0411,66,46233.0,96653.0,434.0,Contract,36,5,0.296,Rent,1
APP0412,50,55204.0,38763.0,659.0,Self-employed,36,5,0.541,Rent,1
APP0413,48,63246.0,32921.0,671.0,Salaried,36,1,0.603,Mortgage,0
APP0414,66,39355.0,47348.0,573.0,Salaried,36,2,0.463,Rent,1
APP0415,44,20909.0,33186.0,786.0,Self-employed,60,2,0.153,Rent,0
APP0416,39,127781.0,76079.0,360.0,Self-employed,36,3,0.574,Rent,1
APP0417,39,175029.0,149364.0,428.0,Salaried,60,3,0.298,Rent,1
APP0418,64,37736.0,90035.0,439.0,Salaried,36,0,0.059,Rent,1
APP0419,58,66038.0,109870.0,374.0,Self-employed,36,4,0.246,Rent,1
APP0420,29,100025.0,76527.0,462.0,Salaried,36,1,0.281,Rent,0
APP0421,45,168256.0,7016.0,472.0,Unemployed,36,1,0.242,Own,1
APP0422,39,130471.0,17196.0,721.0,Salaried,36,5,0.618,Mortgage,1
APP0423,53,142123.0,43986.0,466.0,Salaried,36,4,0.582,Rent,1
APP0424,23,112141.0,40332.0,783.0,Salaried,24,2,0.537,Mortgage,1
APP0425,56,85560.0,126884.0,725.0,Salaried,36,5,0.147,Own,0
APP0426,58,50363.0,127321.0,796.0,Salaried,36,2,0.615,Rent,1
APP0427,32,158019.0,128848.0,357.0,Salaried,36,3,0.524,Rent,1
APP0428,28,148268.0,97450.0,842.0,Unemployed,60,1,0.186,Mortgage,0
APP0429,52,22066.0,85645.0,638.0,Salaried,36,1,0.504,Own,0
APP0430,33,133896.0,99127.0,841.0,Salaried,60,2,0.388,Mortgage,1
APP0431,68,31670.0,63987.0,495.0,Salaried,48,3,0.358,Rent,0
APP0432,59,137716.0,102180.0,825.0,Salaried,60,4,0.128,Rent,0
APP0433,68,151805.0,120194.0,624.0,Self-employed,60,2,0.413,Rent,1
APP0434,47,39231.0,115621.0,339.0,Salaried,24,5,0.12,Own,1
APP0435,67,88281.0,94006.0,525.0,Self-employed,36,3,0.165,Rent,1
APP0436,21,38048.0,13425.0,375.0,Salaried,24,0,0.143,Own,0
APP0437,35,109900.0,110118.0,818.0,Unemployed,60,4,0.718,Rent,1
APP0438,21,168266.0,58158.0,467.0,Salaried,36,3,0.249,Rent,1
APP0439,54,31100.0,112832.0,422.0,Contract,36,2,0.299,Rent,0
APP0440,46,82408.0,83232.0,604.0,Salaried,60,2,0.275,Own,0
APP0441,35,175646.0,132772.0,534.0,Salaried,24,1,0.679,Own,1
APP0442,36,66753.0,54076.0,353.0,Contract,36,3,0.444,Own,0
APP0443,53,39419.0,140053.0,749.0,Self-employed,48,3,0.693,Own,0
APP0444,30,97151.0,127450.0,766.0,Contract,12,2,0.26,Rent,0
APP0445,46,100356.0,53010.0,709.0,Salaried,36,1,0.13,Own,0
APP0446,51,125384.0,74973.0,639.0,Self-employed,60,2,0.439,Mortgage,0
APP0447,32,68825.0,82045.0,521.0,Contract,12,2,0.292,Own,1
APP0448,32,172811.0,116451.0,598.0,Self-employed,36,2,0.611,Own,1
APP0449,38,102406.0,104928.0,587.0,Salaried,36,1,0.666,Mortgage,1
APP0450,50,64404.0,128543.0,391.0,Self-employed,48,3,0.381,Own,1
APP0451,33,173567.0,58631.0,345.0,Self-employed,24,1,0.73,Rent,1
APP0452,39,167819.0,78195.0,439.0,Unemployed,60,3,0.437,Mortgage,1
APP0453,48,98865.0,67475.0,550.0,Salaried,60,0,0.24,Mortgage,1
APP0454,30,22027.0,136885.0,388.0,Salaried,24,2,0.392,Rent,1
APP0455,49,114704.0,49222.0,358.0,Contract,36,4,0.076,Own,1
APP0456,27,107942.0,90133.0,769.0,Salaried,36,4,0.613,Rent,1
APP0457,28,42009.0,22424.0,506.0,Self-employed,48,4,0.121,Mortgage,0
APP0458,32,120704.0,128290.0,621.0,Salaried,36,4,0.266,Mortgage,0
APP0459,35,154209.0,60711.0,588.0,Salaried,24,0,0.446,Own,1
APP0460,22,35155.0,54386.0,705.0,Self-employed,24,2,0.08,Rent,0
APP0461,69,135178.0,89523.0,707.0,Salaried,60,3,0.106,Rent,0
APP0462,36,40735.0,77328.0,463.0,Salaried,36,4,0.537,Own,1
APP0463,61,139310.0,127957.0,767.0,Self-employed,60,3,0.1,Rent,0
APP0464,66,85896.0,82055.0,504.0,Self-employed,36,5,0.384,Own,1
APP0465,61,19054.0,79964.0,760.0,Contract,60,1,0.287,Rent,0
APP0466,62,174530.0,20222.0,523.0,Salaried,24,0,0.21,Own,0
APP0467,26,44887.0,8181.0,361.0,Salaried,24,0,0.182,Rent,1
APP0468,39,114559.0,62790.0,718.0,Unemployed,60,3,0.584,Own,1
APP0469,58,47398.0,149740.0,316.0,Salaried,60,3,0.716,Rent,1
APP0470,49,169150.0,138014.0,725.0,Salaried,36,1,0.148,Own,0
APP0471,21,137609.0,96202.0,323.0,Salaried,36,4,0.722,Mortgage,1
APP0472,49,148307.0,96471.0,413.0,Self-employed,36,4,0.466,Own,0
APP0473,61,87997.0,61768.0,632.0,Contract,36,2,0.499,Rent,0
APP0474,62,93716.0,30738.0,818.0,Contract,24,1,0.547,Own,0
APP0475,40,120757.0,6239.0,525.0,Self-employed,60,4,0.543,Own,1
APP0476,32,145132.0,54134.0,366.0,Salaried,36,4,0.624,Own,1
APP0477,36,155211.0,50888.0,428.0,Salaried,48,1,0.388,Own,1
APP0478,35,20889.0,32782.0,793.0,Salaried,12,1,0.423,Own,0
APP0479,38,125497.0,42579.0,700.0,Salaried,12,2,0.277,Rent,0
APP0480,36,35681.0,8599.0,355.0,Salaried,48,3,0.124,Rent,1
APP0481,43,64645.0,93154.0,512.0,Salaried,36,0,0.515,Own,1
APP0482,23,152368.0,139482.0,445.0,Salaried,48,5,0.074,Rent,0
APP0483,34,58583.0,105166.0,397.0,Self-employed,24,2,0.243,Rent,1
APP0484,36,147085.0,69990.0,766.0,Self-employed,60,2,0.116,Own,0
APP0485,28,93007.0,65939.0,640.0,Salaried,48,0,0.184,Rent,0
APP0486,64,55688.0,49592.0,398.0,Salaried,60,5,0.497,Own,1
APP0487,54,72147.0,25649.0,658.0,Contract,24,1,0.49,Own,1
APP0488,66,103985.0,91779.0,527.0,Self-employed,36,5,0.345,Rent,1
APP0489,49,141954.0,87146.0,333.0,Contract,36,2,0.113,Mortgage,0
APP0490,26,116175.0,6060.0,547.0,Salaried,36,5,0.353,Mortgage,0
APP0491,66,169183.0,65251.0,402.0,Contract,36,1,0.297,Mortgage,1
APP0492,43,158574.0,45313.0,435.0,Salaried,12,0,0.554,Rent,1
APP0493,55,140044.0,29691.0,784.0,Salaried,36,4,0.455,Own,0
APP0494,40,115703.0,106940.0,691.0,Salaried,36,4,0.394,Rent,1
APP0495,45,64956.0,81245.0,373.0,Salaried,36,3,0.391,Own,1
APP0496,45,84837.0,96897.0,769.0,Salaried,24,0,0.726,Own,1
APP0497,35,37260.0,108455.0,616.0,Salaried,36,5,0.579,Own,1
APP0498,48,78618.0,147362.0,781.0,Contract,36,2,0.398,Rent,0
APP0499,57,168089.0,121401.0,711.0,Salaried,36,5,0.385,Rent,1
APP0500,22,86993.0,94952.0,486.0,Salaried,36,5,0.069,Own,0
APP0501,27,36424.0,132459.0,594.0,Salaried,36,5,0.71,Rent,1
APP0502,63,123613.0,74238.0,592.0,Salaried,48,4,0.273,Rent,1
APP0503,49,173944.0,147792.0,696.0,Salaried,36,4,0.229,Mortgage,1
APP0504,69,158534.0,115408.0,436.0,Salaried,36,3,0.75,Own,1
APP0505,51,62400.0,99378.0,483.0,Salaried,60,0,0.553,Rent,0
APP0506,53,91531.0,135983.0,434.0,Contract,36,2,0.083,Own,1
APP0507,65,104025.0,79686.0,463.0,Unemployed,60,4,0.093,Rent,1
APP0508,54,58150.0,109501.0,388.0,Salaried,48,4,0.068,Own,1
APP0509,37,61528.0,46286.0,320.0,Self-employed,12,3,0.47,Own,1
APP0510,47,56339.0,144666.0,817.0,Contract,36,4,0.1,Rent,1
APP0511,32,179123.0,95388.0,340.0,Unemployed,48,0,0.703,Own,1
APP0512,37,138855.0,118391.0,789.0,Self-employed,60,2,0.706,Own,0
APP0513,55,154219.0,71807.0,301.0,Contract,36,3,0.432,Mortgage,1
APP0514,28,150284.0,130687.0,728.0,Unemployed,24,5,0.482,Own,1
APP0515,54,173382.0,15755.0,480.0,Contract,36,1,0.254,Rent,1
APP0516,50,35055.0,21545.0,585.0,Salaried,24,1,0.095,Rent,0
APP0517,36,160825.0,78532.0,455.0,Salaried,48,2,0.566,Own,1
APP0518,23,28782.0,111200.0,570.0,Salaried,36,1,0.121,Rent,1
APP0519,56,95018.0,122337.0,548.0,Salaried,48,3,0.11,Own,1
APP0520,62,114298.0,68813.0,591.0,Salaried,60,3,0.268,Rent,1
APP0521,57,75973.0,99203.0,516.0,Salaried,36,4,0.059,Own,1
APP0522,42,41680.0,85200.0,595.0,Self-employed,36,5,0.354,Own,1
APP0523,53,49153.0,144421.0,754.0,Self-employed,48,0,0.545,Rent,0
APP0524,41,151596.0,99845.0,539.0,Contract,60,1,0.611,Mortgage,1
APP0525,38,69633.0,65442.0,499.0,Salaried,60,1,0.473,Mortgage,0
APP0526,37,68274.0,145624.0,372.0,Salaried,12,1,0.643,Mortgage,1
APP0527,31,167585.0,20551.0,498.0,Contract,36,4,0.335,Rent,1
APP0528,69,41307.0,147764.0,369.0,Contract,24,0,0.644,Rent,1
APP0529,54,166274.0,27332.0,400.0,Unemployed,60,0,0.405,Rent,1
APP0530,29,167198.0,46793.0,824.0,Contract,36,5,0.206,Mortgage,1
APP0531,64,114967.0,124113.0,349.0,Contract,36,5,0.711,Rent,1
APP0532,28,44816.0,111394.0,565.0,Salaried,24,1,0.242,Rent,1
APP0533,50,43249.0,145702.0,759.0,Salaried,36,1,0.068,Rent,0
APP0534,29,64124.0,113748.0,825.0,Salaried,48,3,0.22,Rent,0
APP0535,39,111541.0,97366.0,380.0,Self-employed,24,3,0.307,Own,0
APP0536,53,42885.0,55241.0,390.0,Unemployed,24,5,0.296,Rent,1
APP0537,70,91817.0,5683.0,505.0,Salaried,60,2,0.417,Rent,0
APP0538,70,36709.0,22961.0,605.0,Self-employed,48,0,0.668,Mortgage,0
APP0539,65,105526.0,48177.0,828.0,Salaried,24,2,0.255,Rent,1
APP0540,32,21425.0,10937.0,414.0,Salaried,36,3,0.415,Mortgage,1
APP0541,25,132864.0,78686.0,390.0,Salaried,60,3,0.288,Rent,1
APP0542,66,26974.0,117715.0,439.0,Salaried,48,3,0.625,Mortgage,1
APP0543,67,49561.0,144672.0,781.0,Unemployed,36,5,0.16,Own,1
APP0544,34,46292.0,76006.0,316.0,Salaried,36,4,0.122,Mortgage,1
APP0545,21,152621.0,131876.0,509.0,Contract,36,1,0.402,Rent,0
APP0546,53,26647.0,147904.0,365.0,Self-employed,12,2,0.52,Own,1
APP0547,24,87540.0,129675.0,386.0,Salaried,48,4,0.607,Own,1
APP0548,23,113765.0,72421.0,805.0,Salaried,12,2,0.463,Own,0
APP0549,67,101591.0,52163.0,300.0,Contract,12,2,0.592,Rent,1
APP0550,45,128276.0,146798.0,477.0,Salaried,48,1,0.325,Rent,0
APP0551,26,148103.0,,804.0,Unemployed,60,1,0.073,Mortgage,0
APP0552,53,81768.0,64678.0,635.0,Salaried,48,4,0.131,Rent,1
APP0553,39,152172.0,15734.0,339.0,Self-employed,36,5,0.077,Rent,1
APP0554,47,69514.0,120084.0,556.0,Contract,36,4,0.28,Rent,1
APP0555,65,177477.0,99227.0,834.0,Salaried,36,1,0.397,Mortgage,1
APP0556,32,99733.0,17298.0,520.0,Salaried,36,0,0.299,Mortgage,0
APP0557,53,137234.0,37179.0,591.0,Unemployed,36,0,0.442,Own,0
APP0558,62,159751.0,85542.0,593.0,Salaried,36,2,0.386,Mortgage,0
APP0559,42,146410.0,83360.0,663.0,Salaried,36,3,0.525,Rent,1
APP0560,69,155884.0,121299.0,403.0,Salaried,60,5,0.517,Mortgage,1
APP0561,43,104915.0,43584.0,762.0,Salaried,60,5,0.273,Mortgage,0
APP0562,43,25043.0,139082.0,844.0,Contract,12,0,0.292,Rent,0
APP0563,65,97880.0,69449.0,378.0,Contract,36,4,0.46,Own,1
APP0564,52,47402.0,124275.0,750.0,Salaried,24,1,0.468,Rent,0
APP0565,64,162037.0,39565.0,750.0,Contract,36,1,0.27,Own,0
APP0566,60,56352.0,10360.0,708.0,Salaried,36,3,0.281,Mortgage,1
APP0567,56,54947.0,12982.0,504.0,Salaried,24,0,0.536,Own,1
APP0568,33,58401.0,59042.0,558.0,Self-employed,48,2,0.503,Rent,0
APP0569,40,122096.0,143208.0,762.0,Unemployed,36,3,0.145,Mortgage,0
APP0570,64,110540.0,12061.0,384.0,Salaried,60,1,0.359,Own,1
APP0571,51,171713.0,58502.0,756.0,Salaried,12,3,0.675,Rent,0
APP0572,35,85434.0,20846.0,807.0,Salaried,12,2,0.075,Rent,0
APP0573,37,63729.0,140077.0,675.0,Contract,36,4,0.649,Rent,1
APP0574,59,25979.0,102919.0,488.0,Salaried,24,1,0.164,Own,1
APP0575,29,19146.0,115591.0,608.0,Salaried,36,0,0.405,Own,1
APP0576,26,78525.0,108423.0,327.0,Self-employed,60,3,0.347,Rent,1
APP0577,59,167983.0,100269.0,813.0,Salaried,24,1,0.057,Rent,0
APP0578,35,102848.0,117190.0,488.0,Salaried,24,4,0.691,Rent,1
APP0579,59,162755.0,6178.0,331.0,Salaried,36,0,0.368,Own,1
APP0580,47,34470.0,130492.0,737.0,Salaried,36,3,0.718,Rent,0
APP0581,70,33118.0,112281.0,662.0,Salaried,36,5,0.251,Rent,1
APP0582,47,153021.0,112218.0,643.0,Contract,36,0,0.656,Own,0
APP0583,64,35292.0,62048.0,329.0,Self-employed,60,1,0.696,Rent,1
APP0584,63,26417.0,121127.0,713.0,Self-employed,24,5,0.44,Rent,1
APP0585,31,83463.0,60364.0,651.0,Unemployed,36,3,0.192,Rent,0
APP0586,70,167825.0,12099.0,737.0,Salaried,48,1,0.53,Mortgage,0
APP0587,58,129680.0,136634.0,755.0,Salaried,60,1,0.434,Rent,0
APP0588,26,34056.0,39007.0,416.0,Unemployed,36,4,0.711,Rent,1
APP0589,21,153616.0,19775.0,416.0,Salaried,36,5,0.357,Own,1
APP0590,34,154659.0,95175.0,809.0,Self-employed,12,2,0.238,Own,1
APP0591,21,147713.0,38879.0,592.0,Contract,24,2,0.147,Own,0
APP0592,38,164230.0,129429.0,541.0,Salaried,12,4,0.539,Mortgage,1
APP0593,70,56860.0,69344.0,458.0,Salaried,48,1,0.732,Mortgage,1
APP0594,44,176691.0,5652.0,652.0,Salaried,36,1,0.07,Own,1
APP0595,22,69953.0,143000.0,715.0,Salaried,48,4,0.568,Own,1
APP0596,45,147928.0,79621.0,301.0,Salaried,12,1,0.699,Rent,1
APP0597,31,111857.0,43131.0,604.0,Salaried,60,4,0.102,Rent,0
APP0598,63,144276.0,103207.0,847.0,Contract,60,2,0.127,Rent,0
APP0599,25,119707.0,81939.0,454.0,Unemployed,24,5,0.534,Rent,1
APP0600,59,122082.0,9293.0,454.0,Contract,12,0,0.504,Mortgage,0
APP0601,43,117838.0,115149.0,783.0,Salaried,12,5,0.098,Own,1
APP0602,21,144198.0,63196.0,334.0,Salaried,60,1,0.634,Rent,1
APP0603,54,137725.0,106474.0,519.0,Salaried,36,0,0.416,Rent,1
APP0604,43,39797.0,134867.0,552.0,Salaried,36,4,0.685,Rent,1
APP0605,59,151821.0,93539.0,739.0,Unemployed,36,3,0.665,Mortgage,1
APP0606,51,104843.0,102384.0,371.0,Salaried,48,5,0.619,Own,1
APP0607,60,70339.0,41924.0,539.0,Salaried,36,0,0.411,Rent,0
APP0608,44,101304.0,39460.0,383.0,Contract,36,0,0.226,Rent,1
APP0609,21,174652.0,65175.0,733.0,Salaried,60,3,0.404,Mortgage,0
APP0610,27,156927.0,128654.0,648.0,Salaried,24,5,0.121,Rent,1
APP0611,43,153059.0,81008.0,573.0,Salaried,60,2,0.511,Rent,0
APP0612,40,92973.0,55464.0,516.0,Self-employed,12,4,0.144,Mortgage,0
APP0613,60,145031.0,118044.0,384.0,Contract,36,5,0.408,Mortgage,1
APP0614,41,80384.0,128735.0,807.0,Salaried,60,5,0.088,Rent,1
APP0615,64,129159.0,135868.0,656.0,Unemployed,48,3,0.26,Mortgage,0
APP0616,30,121609.0,48347.0,475.0,Contract,48,4,0.212,Own,0
APP0617,40,58467.0,107898.0,528.0,Contract,36,3,0.484,Rent,1
APP0618,58,61167.0,90597.0,700.0,Salaried,36,4,0.601,Mortgage,0
APP0619,27,27903.0,70101.0,696.0,Salaried,36,3,0.09,Rent,0
APP0620,37,40642.0,62556.0,554.0,Contract,36,3,0.645,Rent,1
APP0621,58,88246.0,21610.0,466.0,Salaried,36,2,0.653,Mortgage,0
APP0622,50,95416.0,44849.0,663.0,Self-employed,36,3,0.29,Mortgage,1
APP0623,59,44749.0,84702.0,662.0,Contract,36,4,0.511,Mortgage,0
APP0624,46,85536.0,133551.0,630.0,Salaried,36,5,0.332,Rent,1
APP0625,63,115877.0,130620.0,340.0,Contract,36,3,0.158,Mortgage,1
APP0626,64,55676.0,32201.0,560.0,Unemployed,24,0,0.42,Own,0
APP0627,69,72794.0,103502.0,638.0,Self-employed,60,3,0.11,Rent,1
APP0628,27,77537.0,17297.0,823.0,Salaried,36,1,0.665,Rent,0
APP0629,50,99819.0,102877.0,589.0,Contract,24,0,0.697,Mortgage,1
APP0630,26,77355.0,54579.0,488.0,Self-employed,48,0,0.625,Mortgage,1
APP0631,32,137385.0,70228.0,606.0,Self-employed,60,3,0.444,Rent,1
APP0632,36,71054.0,109058.0,397.0,Contract,36,5,0.44,Rent,1
APP0633,53,88291.0,66609.0,349.0,Self-employed,24,3,0.739,Rent,1
APP0634,42,79473.0,122078.0,673.0,Salaried,12,2,0.224,Rent,0
APP0635,64,47632.0,82369.0,843.0,Salaried,12,0,0.103,Rent,0
APP0636,35,129091.0,149818.0,766.0,Salaried,48,4,0.443,Own,0
APP0637,51,56142.0,97545.0,621.0,Salaried,60,0,0.28,Rent,0
APP0638,59,66094.0,47972.0,322.0,Salaried,12,5,0.276,Mortgage,1
APP0639,70,146426.0,117417.0,844.0,Self-employed,48,4,0.055,Rent,1
APP0640,33,171715.0,64151.0,547.0,Salaried,12,5,0.467,Mortgage,1
APP0641,57,126677.0,82454.0,459.0,Contract,36,1,0.235,Rent,1
APP0642,25,166449.0,24839.0,791.0,Unemployed,48,0,0.182,Rent,0
APP0643,48,156379.0,22304.0,711.0,Salaried,36,1,0.078,Own,0
APP0644,41,95907.0,88357.0,713.0,Self-employed,12,4,0.305,Rent,0
APP0645,68,142787.0,32070.0,453.0,Self-employed,36,1,0.665,Rent,0
APP0646,59,71194.0,149650.0,846.0,Self-employed,60,5,0.286,Own,0
APP0647,67,92600.0,129073.0,549.0,Salaried,36,0,0.525,Own,1
APP0648,63,104740.0,106628.0,592.0,Contract,24,0,0.58,Rent,1
APP0649,41,173600.0,111532.0,713.0,Unemployed,24,1,0.28,Rent,1
APP0650,57,155467.0,91306.0,663.0,Self-employed,36,4,0.625,Rent,1
APP0651,22,97259.0,13742.0,394.0,Unemployed,36,3,0.534,Own,1
APP0652,48,123719.0,61893.0,466.0,Unemployed,48,2,0.441,Rent,1
APP0653,23,50781.0,76891.0,499.0,Salaried,48,3,0.051,Rent,1
APP0654,57,148312.0,137719.0,822.0,Self-employed,60,3,0.075,Rent,0
APP0655,69,107592.0,36826.0,693.0,Salaried,60,3,0.744,Rent,1
APP0656,55,104301.0,77053.0,501.0,Unemployed,36,3,0.598,Own,1
APP0657,62,142138.0,54889.0,704.0,Salaried,36,0,0.706,Mortgage,0
APP0658,32,120533.0,24483.0,706.0,Salaried,36,1,0.682,Own,1
APP0659,70,29739.0,19937.0,517.0,Contract,36,3,0.064,Rent,1
APP0660,48,64681.0,57980.0,522.0,Salaried,60,0,0.604,Own,1
APP0661,54,46628.0,16951.0,792.0,Contract,48,2,0.366,Rent,0
APP0662,59,137053.0,14739.0,609.0,Salaried,60,0,0.603,Own,0
APP0663,52,23693.0,55876.0,382.0,Unemployed,36,4,0.055,Mortgage,0
APP0664,36,50789.0,34287.0,696.0,Contract,36,0,0.252,Rent,1
APP0665,51,114786.0,85447.0,624.0,Salaried,36,0,0.576,Rent,0
APP0666,53,130557.0,7561.0,580.0,Contract,24,3,0.605,Own,1
APP0667,63,99535.0,48763.0,699.0,Salaried,36,1,0.484,Own,0
APP0668,45,157437.0,70726.0,799.0,Self-employed,36,2,0.261,Rent,0
APP0669,46,166869.0,144656.0,482.0,Self-employed,12,1,0.267,Rent,1
APP0670,46,39400.0,97008.0,531.0,Contract,60,1,0.727,Rent,1
APP0671,26,172307.0,132705.0,404.0,Salaried,24,4,0.357,Mortgage,1
APP0672,25,117530.0,54777.0,656.0,Salaried,24,4,0.363,Rent,1
APP0673,22,121068.0,70208.0,521.0,Self-employed,48,1,0.437,Mortgage,1
APP0674,54,33405.0,65955.0,488.0,Self-employed,24,4,0.337,Own,1
APP0675,41,118743.0,133673.0,683.0,Salaried,60,4,0.437,Mortgage,1
APP0676,64,135566.0,144086.0,524.0,Salaried,48,3,0.353,Rent,1
APP0677,56,112088.0,144539.0,555.0,Salaried,12,3,0.629,Rent,1
APP0678,28,31687.0,114035.0,542.0,Contract,48,5,0.686,Mortgage,1
APP0679,26,102763.0,77951.0,442.0,Salaried,36,2,0.702,Rent,1
APP0680,39,169623.0,83424.0,369.0,Salaried,48,2,0.445,Mortgage,1
APP0681,67,135194.0,147174.0,755.0,Unemployed,60,3,0.36,Rent,0
APP0682,23,40260.0,46258.0,350.0,Salaried,48,5,0.544,Own,0
APP0683,30,173510.0,55272.0,479.0,Self-employed,36,4,0.637,Rent,1
APP0684,22,173339.0,135065.0,667.0,Salaried,36,0,0.444,Rent,0
APP0685,41,45442.0,61017.0,372.0,Contract,48,2,0.54,Mortgage,1
APP0686,70,147744.0,39089.0,661.0,Self-employed,60,4,0.575,Mortgage,0
APP0687,55,83888.0,86268.0,703.0,Contract,36,1,0.523,Own,0
APP0688,45,114177.0,52175.0,665.0,Salaried,48,5,0.572,Own,1
APP0689,28,90120.0,134177.0,468.0,Self-employed,36,4,0.196,Own,1
